From	To	id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Pairs	Interactions	Tissue
ActFB	Endothelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Endothelial	1.348	Trachea
ActFB	Endothelial	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Endothelial	3.311	Trachea
ActFB	Endothelial	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Endothelial	2.812	Artery
ActFB	Endothelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Endothelial	1.655	Artery
ActFB	Epithelial	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Epithelial	0.885	Muscle
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	0.305	Gallbladder
ActFB	Epithelial	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Epithelial	0.312	Esophageal
ActFB	Epithelial	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Epithelial	0.317	Heart
ActFB	Epithelial	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	ActFB|Epithelial	1.369	Trachea
ActFB	Epithelial	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Epithelial	0.842	Heart
ActFB	Epithelial	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	0.959	Trachea
ActFB	Epithelial	CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	ActFB|Epithelial	1.242	Gallbladder
ActFB	Epithelial	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Epithelial	0.351	Lung
ActFB	Epithelial	CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	1.939	Kidney
ActFB	Epithelial	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	ActFB|Epithelial	0.599	Heart
ActFB	Epithelial	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Epithelial	0.572	Fetal_Heart
ActFB	Epithelial	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	1.472	Gallbladder
ActFB	Epithelial	CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	TRUE	FALSE	FALSE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	ActFB|Epithelial	0.276	Liver
ActFB	Epithelial	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Epithelial	0.117	Trachea
ActFB	Epithelial	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Epithelial	1.733	Adipose
ActFB	Epithelial	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Epithelial	0.635	Heart
ActFB	Epithelial	CPI-SS0491EECEA	CCL11_DPP4	simple:P51671	simple:P27487	CCL11	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	0.733	Intestinal
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	1.37	Pleura
ActFB	Epithelial	CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	0.256	Trachea
ActFB	Epithelial	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	ActFB|Epithelial	1.968	Lung
ActFB	Epithelial	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Epithelial	0.406	Adipose
ActFB	Epithelial	CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	ActFB|Epithelial	0.453	Intestinal
ActFB	Epithelial	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Epithelial	0.547	Lung
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	0.809	Placenta
ActFB	Epithelial	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Epithelial	0.641	Gallbladder
ActFB	Epithelial	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Epithelial	1.507	Lung
ActFB	Epithelial	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Epithelial	0.333	Fetal_Skin
ActFB	Epithelial	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	1.444	Pleura
ActFB	Epithelial	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	ActFB|Epithelial	0.654	Fetal_Male_Gonad
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	0.533	Artery
ActFB	Epithelial	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Epithelial	0.311	Uterus
ActFB	Epithelial	CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	CDH5	CDH5	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by Cadherin	ActFB|Epithelial	0.266	Fetal_Heart
ActFB	Epithelial	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	1.327	Thymus
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	0.821	Fetal_Calvaria
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	0.221	Fetal_Adrenal_Gland
ActFB	Epithelial	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Epithelial	0.113	Adipose
ActFB	Epithelial	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	ActFB|Epithelial	0.536	Fetal_Pancreas
ActFB	Epithelial	CPI-SS0491EECEA	CCL11_DPP4	simple:P51671	simple:P27487	CCL11	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	0.604	Gallbladder
ActFB	Epithelial	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Epithelial	0.956	Uterus
ActFB	Epithelial	CPI-SS068BC31E4	CXCL9_DPP4	simple:Q07325	simple:P27487	CXCL9	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Epithelial	0.249	Lung
ActFB	Epithelial	CPI-SS0B20A1B18	GCG_GLP1R	simple:P01275	simple:P43220	GCG	GLP1R	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Pro-glucagon precursor	ActFB|Epithelial	0.571	Pancreas
ActFB	Epithelial	CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion		ActFB|Epithelial	0.69	Vasculature
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	0.844	Bladder
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	1.097	Uterus
ActFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Epithelial	1.235	Eye
ActFB	Epithelial	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Epithelial	0.625	Bladder
ActFB	Epithelial	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Epithelial	0.844	Bladder
ActFB	Epithelial	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	ActFB|Epithelial	2.017	Fetal_Muscle
ActFB	Epithelial	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Epithelial	0.115	Fetal_Calvaria
ActFB	Epithelial	CPI-SS0322747C2	CEACAM5_CEACAM6	simple:P06731	simple:P40199	CEACAM5	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	ActFB|Epithelial	0.445	Intestinal
ActFB	Epithelial	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	ActFB|Epithelial	0.087	Fetal_Brain
ActFB	Epithelial	CPI-SS0B537DD3F	CEACAM5_CEACAM1	simple:P06731	simple:P13688	CEACAM5	CEACAM1	TRUE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	ActFB|Epithelial	0.527	Intestinal
ActFB	Myeloid	CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor		ActFB|Myeloid	1.407	Placenta
ActFB	Myeloid	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Myeloid	0.68	Placenta
ActFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	0.975	Bladder
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	2.286	Artery
ActFB	Myeloid	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Myeloid	1.374	Uterus
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	1.373	Fetal_Heart
ActFB	Myeloid	CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	CDH5	CDH5	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by Cadherin	ActFB|Myeloid	0.237	Fetal_Heart
ActFB	Myeloid	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Myeloid	0.497	Artery
ActFB	Myeloid	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Myeloid	1.388	Bladder
ActFB	Myeloid	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Myeloid	0.9	Trachea
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	1.351	Bladder
ActFB	Myeloid	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	ActFB|Myeloid	0.959	Placenta
ActFB	Myeloid	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Myeloid	0.628	Nasopharyngeal
ActFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Myeloid	0.196	Trachea
ActFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	1.031	Placenta
ActFB	Myeloid	CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Myeloid	0.222	Artery
ActFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	1.133	Artery
ActFB	Myeloid	CPI-SS00D1CB372	CD34_SELL	simple:P28906	simple:P14151	CD34	SELL	FALSE	FALSE	FALSE	curated	FALSE	Ligand-Receptor		ActFB|Myeloid	0.827	Thymus
ActFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Myeloid	0.456	Bladder
ActFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	1.249	Muscle
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	0.806	Heart
ActFB	Myeloid	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	ActFB|Myeloid	0.368	Fetal_Skin
ActFB	Myeloid	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	ActFB|Myeloid	0.437	Fetal_Male_Gonad
ActFB	Myeloid	CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Myeloid	0.373	Fetal_Pancreas
ActFB	Myeloid	CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	TRUE	FALSE	FALSE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	ActFB|Myeloid	0.203	Liver
ActFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Myeloid	0.361	Fetal_Skin
ActFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Myeloid	0.614	Uterus
ActFB	Myeloid	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Myeloid	1.427	Gallbladder
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	0.653	Muscle
ActFB	Myeloid	CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	ActFB|Myeloid	0.067	Gallbladder
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	1.726	Lung
ActFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Myeloid	0.361	Heart
ActFB	Myeloid	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Myeloid	0.528	Esophageal
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	2.157	Thymus
ActFB	Myeloid	CPI-SS00D1CB372	CD34_SELL	simple:P28906	simple:P14151	CD34	SELL	FALSE	FALSE	FALSE	curated	FALSE	Ligand-Receptor		ActFB|Myeloid	0.35	Fetal_Pancreas
ActFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Myeloid	0.45	Adipose
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	2.515	Vasculature
ActFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	0.766	Lung
ActFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	ActFB|Myeloid	0.871	Adipose
ActFB	Myeloid	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	ActFB|Myeloid	1.848	Fetal_Muscle
ActFB	Myeloid	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	ActFB|Myeloid	1.607	Lung
ActFB	Myeloid	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Myeloid	1.559	Esophageal
ActFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	ActFB|Myeloid	0.331	Lung
ActFB	Neuron	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	ActFB|Neuron	0.715	Fetal_Heart
ActFB	Neuron	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Neuron	0.524	Artery
ActFB	Neuron	CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	CDH5	CDH5	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by Cadherin	ActFB|Neuron	0.336	Fetal_Heart
ActFB	Neuron	CPI-SS0491EECEA	CCL11_DPP4	simple:P51671	simple:P27487	CCL11	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	ActFB|Neuron	0.61	Gallbladder
ActFB	Neuron	CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	ActFB|Neuron	0.264	Gallbladder
ActFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Neuron	0.271	Pleura
ActFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Neuron	1.146	Eye
ActFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	ActFB|Neuron	0.143	Fetal_Adrenal_Gland
ActFB	Neuron	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	ActFB|Neuron	0.329	Gallbladder
